Year,Type,Country,Activity,Injury,Species,Fatal (Y/N),SharkSpecie
1935.0,Invalid,AUSTRALIA,"Disappeared 11 days earlier, probable homicide victim",Captive tiger shark regurgitated his arm in the Coogee Aquarium,Invalid,,
1935.0,Unprovoked,AUSTRALIA,"Pearl diving, but standing in the water",Left thigh abraded & 3 fingers lacerated,Tiger shark 3 m  [10'] ,N,tiger shark
1935.0,Provoked,AUSTRALIA,Hauling in net with shark in it,Calf & shin bitten  PROVOKED INCIDENT,"""Blue nose shark""",N,
1935.0,Unprovoked,AUSTRALIA,Swimming,"FATAL, left thigh, buttock, left forearm bitten, finger removed  ","White shark, 4 m [13'] ",Y,white shark
1935.0,Unprovoked,AUSTRALIA,Standing,"FATAL, thigh bitten ","White shark, 3.5 m to 4 m [11.5' to 13'] ",Y,white shark
1935.0,Unprovoked,AUSTRALIA,Fishing,"No injury, sleeve ripped","Tiger shark, 12' ",N,tiger shark
1935.0,Boating,AUSTRALIA,Fishing for sharks,No injury to occupants,2 sharks,N,
1935.0,Invalid,ISRAEL,,human remains washed ahore,Shark involvement prior to death unconfirmed,,
1935.0,Invalid,AUSTRALIA,,No injury; onlookers saw 10' shark heading for him and lifted him ashore,Invalid,,
1934.0,Unprovoked,AUSTRALIA,Splashing,Hands severed,"Tiger shark, 1.5 m [5'] ",N,tiger shark
1934.0,Provoked,BERMUDA,Fishing,Right foot bitten by shark caught & taken onboard  by Mrs. Tucker North PROVOKED INCIDENT,1.5 m [5'] shark,N,
1934.0,Boating,ITALY,Fishing on a boat,No injury to occupants,"White shark, 4 m [13'] ",N,white shark
1934.0,Invalid,ITALY / CROATIA,Swimming,"Reported  to be FATAL and involve a 6m white shark, but found to be a false report; there was no attack",Invalid,,
1934.0,Unprovoked,CROATIA,Swimming,FATAL,White shark,Y,white shark
1934.0,Boating,AUSTRALIA,Fishing,"No injury to occupants Sharks continually followed the dinghy, and one smashed its rudder ","Blue pointer, 11' ",N,
1934.0,Provoked,AUSTRALIA,Fishing,Hand bitten while landing shark PROVOKED INCIDENT,"A 6.5' ""blue-nosed shark""",N,
1934.0,Unprovoked,AUSTRALIA,Swimming in waist-deep water ,"FATAL, right leg lacerated",4.3 m [14'] shark seen in vicinity,Y,
1934.0,Unprovoked,AUSTRALIA,Swimming in hip-deep water,"FATAL, leg & buttocks removed ",4 m [13'] shark seen in vicinity,Y,
1934.0,Provoked,AUSTRALIA,Fishing ,"No injury to occupants, hooked shark, snapped at rudder & then attacked boat PROVOKED INCIDENT","Mako shark, 3.7 m [12'] identified by tooth fragments by G.P. Whitley",N,mako shark
1934.0,Unprovoked,AUSTRALIA,Splashing in water ,"Lacerated knee & foot, deep puncture wounds",3.4 m [11']  tiger shark & a 5' shark,N,tiger shark
1934.0,Unprovoked,AUSTRALIA,Swimming on sandbar adjacent to channel,Severely lacerated  right leg.  Later surgically amputated & survived despite gas gangrene,4.3 m [14'] shark seen in area previous week,N,
1933.0,Unprovoked,AUSTRALIA,Free diving for trochus ,"FATAL, right buttock & thigh bitten ","Tiger shark, 3.4 m [11'] ",Y,tiger shark
1933.0,Unprovoked,AUSTRALIA,Pearl diving,"Hand badly injured, right arm surgically amputated above wrist",Tiger shark,N,tiger shark
1933.0,Boating,ISRAEL,Fishing,"One man bitten on thigh, another on arm",3 sharks,N,
1933.0,Provoked,USA,"Fishing, caught a 15' shark & took it onboard",Severely lacerated arm PROVOKED INCIDENT,"Blue shark, 4.5 m [14'9""]",N,blue shark
1933.0,Unprovoked,USA,,Survived,Tiger shark,N,tiger shark
1933.0,Unprovoked,USA,Sitting in 3' of water,Right knee & left leg bitten,Thought to involve a 2.4 m [8'] lemon shark; two 2.4 m lemon sharks caught within 100 yds of the site a week prior to & a week after this incident,N,lemon shark
1933.0,Invalid,AUSTRALIA,Fishing,"No injury, ""shark chased him ashore""",Invalid,,
1933.0,Provoked,AUSTRALIA,Fishing,Laceration to lower leg by netted shark PROVOKED INCIDENT,7' to 8' shark,N,
1933.0,Unprovoked,USA,Swimming,FATAL,Possibly a bull shark or tiger shark,Y,bull shark
1933.0,Unprovoked,AUSTRALIA,Standing on his hands,Abrasions to legs,10' shark,N,
1933.0,Unprovoked,AUSTRALIA,Diving for trochus  from dinghy when seized by shark 6' below the surface,"Injuries to arm, shoulder & chest, took 2 days to reach hospital",4.4 m [14'] shark,N,
1933.0,Provoked,AUSTRALIA,Fishing,Forearm injured by hooked shark PROVOKED INCIDENT,Blue shark,N,blue shark
1932.0,Unprovoked,AUSTRALIA,Swimming,"Torso bitten with pneumothorax, slight lacerations on left hand",Thought to involve a mako or grey nurse shark,N,nurse shark
1932.0,Provoked,USA,Fishing,Hooked shark gashed right leg      PROVOKED INCIDENT,16' 800-lb shark,N,
1932.0,Invalid,USA,,Body recovered  from 9' shark but death due to shark bite was not confirmed,Shark involvement prior to death unconfirmed,,
1932.0,Boating,CANADA,"Fishing, hauling in fishing gear","No injury to occupants, shark bumped boat repeatedly",Teeth in hull identified as those from a white shark 4.6 m [15'] in length,N,white shark
1932.0,Provoked,USA,Fishing,Knee bitten by boated shark PROVOKED INCIDENT,"250-lb ""dog shark""",N,
1932.0,Unprovoked,AUSTRALIA,Swimming,Thigh bitten,A small shark,N,
1932.0,Boating,AUSTRALIA,Fishing,No details,Grey nurse shark,UNKNOWN,nurse shark
1932.0,Unprovoked,SOUTH AFRICA,Collecting fish by lamplight in gully,"Right shin, calf and sole of foot lacerated","Raggedtooth shark, 1.2 m to 1.5 m [4' to 5'] ",N,
1931.0,Unprovoked,AUSTRALIA,Diving for trochus from lugger,Left foot acerated,4 m [13'] shark,N,
1931.0,Unprovoked,USA,Swimming ,Right thigh & calf lacerated,"Hammerhead shark, 2.4 m [8'], according to lifeguard Sam Barrows",N,hammerhead shark
1931.0,Invalid,USA,Fishing,"Swept out to sea by strong currents, his remains found in a 5.5m shark caught off Barber�s Point",Shark involvement prior to death unconfirmed,,
1931.0,Invalid,USA,,"""Mysteriously disappeared"" His body was found in an 18', 750-lb shark caught at Barber's Point on 01-Sep-1931",Shark involvement prior to death unconfirmed,,
1931.0,Unprovoked,FIJI,Swimming,Multiple injuries ,small sharks,N,
1931.0,Provoked,USA,Gaffing & attempting to bring onboard a harpooned shark,Tip of finger amputated PROVOKED INCIDENT,"Tiger shark, 3 m [10']",N,tiger shark
1931.0,Unprovoked,USA,Crabbing,Lacerations to fingers,6' shark,N,
1931.0,Boating,AUSTRALIA,,No injury to occupants; oar & rudder bitten,"""a school of sharks""",N,
1931.0,Provoked,AUSTRALIA,"Fishing, hauling in net, shark in net","Finger lacerated, PROVOKED INCIDENT","1.8 m [6'] ""cocktail shark",N,
1931.0,Invalid,AUSTRALIA,Swimming ,Death may have been due to drowning,Shark involvement prior to death unconfirmed,,
1931.0,Unprovoked,AUSTRALIA,Swimming,Severe bump & few superficial wounds ,1.5 m [5'] shark,N,
1930.0,Boating,AUSTRALIA,Fishing,No injury to occupants; shark seized gunwale & tried to overturn boat,7 shark's teeth found embedded in the woodwork of the boat,N,
1930.0,Unprovoked,USA,Swimming,Arm lacerated from shoulder to wrist,Tiger shark,N,tiger shark
1930.0,Invalid,COSTA RICA,Air disaster,Shark involvement prior to death was not confirmed,Shark involvement prior to death unconfirmed,,
1930.0,Invalid,SOUTH AFRICA,,"Remains of drowning victim recovered from 250-lb female ""blue fin"" shark",Shark involvement prior to death unconfirmed,,
1930.0,Unprovoked,AUSTRALIA,Diving off pier & treading water,FATAL,White shark 4.9 m [16'] ,Y,white shark
1930.0,Unprovoked,SOUTH AFRICA,Swimming,Torso & arm bitten,"White shark, 4.5 m [14'9""], identity confirmed by witness & tooth pattern",N,white shark
1929.0,Unprovoked,AUSTRALIA,Diving by wharf,"FATAL, left arm severed above elbow, lacerations on chest, right thumb severed, left thigh lacerated to bone, abrasions  ",Tiger shark,Y,tiger shark
1929.0,Unprovoked,AUSTRALIA,Bathing or body surfing ,Superficial lacerations on right leg,"""a small shark""",N,
1929.0,Invalid,CAPE VERDE,,Body of woman recovered from 15' shark,Shark involvement prior to death unconfirmed,,
1929.0,Provoked,USA,Fishing,Leg bitten by hooked shark PROVOKED INCIDENT,9-foot shark,N,
1929.0,Provoked,AUSTRALIA,Standing in knee-deep water,Right calf severely bitten by shark caught in the net PROVOKED INCIDENT,"Grey nurse shark, 4' ",N,nurse shark
1929.0,Unprovoked,AUSTRALIA,Launching rowboat through the surf,Foot bitten,"""a dog shark""",N,
1929.0,Unprovoked,AUSTRALIA,Launching rowboat through the surf,Legs bitten,"""a dog shark""",N,
1929.0,Boating,AUSTRALIA,Canoeing,"No injury, shark pushed canoe from jetty to a point 100 m away","Blue pointer, 12'",N,
1929.0,Unprovoked,AUSTRALIA,Swimming,"FATAL, right thigh bitten, femoral artery severed",Galapagos shark,Y,galapagos shark
1929.0,Unprovoked,AUSTRALIA,Body surfing,"FATAL, right thigh & hip bitten",12' shark,Y,
1929.0,Invalid,AUSTRALIA,Swimming,"Later found to be fiction, never happened",Invalid,,
1929.0,Provoked,AUSTRALIA,"Wading, netting fish",Bitten below the knee,"""a dog shark""",N,
1929.0,Provoked,USA,Fishing,Thigh lacerated by hooked shark PROVOKED INCIDENT,9' shark,N,
1928.0,Provoked,USA,Fishing,"Fishermen were cut & bruised by netted, harpooned and gaffed  sharks PROVOKED INCIDENT","""Blue nose sharks""",N,
1928.0,Unprovoked,PANAMA,Swimming,"FATAL, multiple injuries including evisceration, 3 fractures of right arm, 5 fingers  & leg severed below knee",Moreno�s leg  & part of his swim suit found in 9' shark caught two hours after the attack. Identified as carcharhinid shark by L. Schultz & C. Limbaugh on photograph,Y,
1928.0,Invalid,USA,,Thumb & coat sleeve recovered from shark's gut,7' shark,,
1928.0,Provoked,ITALY,Boating,"No injury, shark approached the boat, he hit it with and oar and fell into the sea PROVOKED INCIDENT","Species unknown, possibly a white shark",N,white shark
1928.0,Invalid,INDIA,,No details,Shark involvement not confirmed,,
1928.0,Unprovoked,AUSTRALIA,Fishing,Severe lacerations to arm,Tiger shark,N,tiger shark
1928.0,Unprovoked,AUSTRALIA,Bathing,Lacerations to right leg ,4' shark,N,
1928.0,Invalid,USA,Swimming,Body not recovered ,Shark involvement not confirmed,,
1928.0,Invalid,USA,Jumped overboard and swimming,"FATAL, presumed taken by shark/s",Shark involvement not confirmed,,
1928.0,Unprovoked,SOUTH AFRICA,Body surfing,Foot bitten,1.2 m [4'] shark,N,
1927.0,Unprovoked,SOUTH AFRICA,Swimming,"FATAL, leg bitten  ","White shark, 4.4 m [14.5'] . ",Y,white shark
1927.0,Unprovoked,AUSTRALIA,Body surfing / treading water,"Right buttock & thigh bitten, thumb removed",Grey nurse shark?,N,nurse shark
1927.0,Provoked,NEW ZEALAND,Fishing,Severely bitten by shark caught 30 minutes earlier  PROVOKED INCIDENT,Mako shark,N,mako shark
1927.0,Unprovoked,SOUTH AFRICA,Body surfing,Both thighs  lacerated,"Raggedtooth shark, 1.5 m [5'] ",N,
1927.0,Unprovoked,AUSTRALIA,Swimming,"FATAL, leg bitten from thigh to ankle",3.7 m [12'] shark,Y,
1926.0,Unprovoked,AUSTRALIA,Bathing,"3"" laceration to leg","Grey nurse shark, 4'",N,nurse shark
1926.0,Unprovoked,ITALY,Swimming,"FATAL, body was not recovered",Said to involve 6 to 7 m [20' to 23'] white shark,Y,white shark
1926.0,Boating,USA,Fishing,No injury to occupants,"""whiptail shark"" (thresher shark?)",N,
1926.0,Unprovoked,USA,Swimming with dog near canning factory,Leg & hand lacerated and dog bitten,1.5 m [5'] white shark or sevengill shark,N,white shark
1926.0,Invalid,SPAIN,Bathing,No injury,"Questionable, 2m shark suspected",,
1926.0,Unprovoked,USA,Swimming,"FATAL, gave sudden shriek & disappeared, body found in shark caught off Kahuka","White shark, 3.8 m [12.5']  ",Y,white shark
1926.0,Unprovoked,USA,Swimming,Right leg bitten thigh to heel,"According to Carlsmith, the shark's mouth was 3' wide",N,
1926.0,Unprovoked,AUSTRALIA,Swimming ,FATAL,"White shark, 3.7 m [12']  ",Y,white shark
1926.0,Unprovoked,SOUTH AFRICA,Swimming,Thigh lacerated,"""a blue shark""",N,blue shark
1925.0,Unprovoked,AUSTRALIA,Floating on his back,"FATAL, thigh  & torso bitten, then shark charged rescue boat ","Tiger shark, 4 m [13'] female",Y,tiger shark
1925.0,Invalid,AUSTRALIA,,Human arm found in shark,Shark involvement prior to death unconfirmed,,
1925.0,Unprovoked,AUSTRALIA,Bathing in waist-deep water,"Left thigh bitten, leg surgically amputated ",Said to be a �small shark�,N,
1925.0,Unprovoked,CANADA,"Diving, repairing water main at depth of 90'","Injuries, if any, unknown, but afterwards diver stunned shark with iron bar",2.1 m [7'] shark,N,
1924.0,Unprovoked,MEXICO,The Ward liner Esperanza stranded during a gale & she leapt overboard to rescue her dog which had been swept overboard.,FATAL,1.8 m shark,Y,
1924.0,Unprovoked,AUSTRALIA,Bathing,Leg bitten,10' shark,N,
1924.0,Unprovoked,USA,Standing,Left knee & leg bitten. (Tooth fragment recovered from kneecap),"Mako shark, 1.9 m [6.5']. Tooth fragment recovered & identified by J.T. Nichols.",N,mako shark
1924.0,Provoked,ENGLAND,Fishing for mackerel,Arms broken by hooked shark PROVOKED INCIDENT,12' shark,N,
1924.0,Invalid,AUSTRALIA,Swimming ,Abrasions,Questionable,,
1924.0,Boating,SPAIN,Fishing,"No injury to occupants, shark bit boat",3.5 m shark,N,
1924.0,Invalid,AUSTRALIA,Bathing,Probable drowning & scavenging,Shark involvement prior to death unconfirmed,,
1924.0,Unprovoked,AUSTRALIA,Had just dived into water & was swimming,"FATAL, right thigh severely bitten, left arm lacerated ",3 m [10'] shark,Y,
1923.0,Invalid,AUSTRALIA,Fishing,FATAL,Shark involvement suspected but not confirmed,,
1923.0,Invalid,AUSTRALIA,Sailing,"He failed to return, his body was recovered 11/9/1922; chest & abdomen had been bitten by shark/s",Shark involvement prior to death unconfirmed,,
1923.0,Boating,AUSTRALIA,Fishing,"No injury to occupants, shark bit boat","""a very large shark""",N,
1923.0,Invalid,AUSTRALIA,,Death may have been due to drowning,Shark involvement prior to death was not confirmed,,
1923.0,Invalid,CUBA,seaplane Columbus ditched in the sea,"Although this incident is listed elsewhere as a shark attack, the account of the disaster suggests the 4 who perished probably drowned. Five people survived","Atkins' remains were recovered from a dusky shark, C. obscurus, by Capt. W. F. Young, shark fisherman",,
1922.0,Unprovoked,AUSTRALIA,Bathing in 3' to 4' of water,"FATAL, severe injuries to torso  ","2.7 m [9'] ""blue"" shark",Y,
1922.0,Invalid,AUSTRALIA,Sailing,"FATAL, but shark involvement prior to death unconfirmed",Shark involvement prior to death unconfirmed,,
1922.0,Boating,USA,Fishing,"No injury to occupants, shark splintered stern","""A pack of 6 sharks""",N,
1922.0,Unprovoked,USA,Floating,"FATAL, thigh bitten",1.8 m [6'] shark,Y,
1922.0,Unprovoked,JAMAICA,Swimming,"FATAL, arm severed, thigh severely bitten  ",6' shark,Y,
1922.0,Unprovoked,SOUTH AFRICA,Swimming,Abdomen & thigh bitten,"White shark, 12', identity confirmed by tooth fragment, witness and photograph of captured shark ",N,white shark
1922.0,Unprovoked,JAMAICA,Standing,"FATAL, right leg severed at thigh ",2.7 m [9'] shark later captured by Mitchell-Hedges,Y,
1922.0,Unprovoked,AUSTRALIA,Bathing in knee-deep water,"FATAL, right hand severed, lacerations on left thigh & left hand, died in hospital of gas gangrene","White shark, 2.4 m [8'] ",Y,white shark
1922.0,Invalid,AUSTRALIA,Swimming,"Disappeared whiile swimming alone, body parts recovered, but shark involvement prior to death unconfirmed",Shark involvement prior to death unconfirmed,,
1922.0,Unprovoked,AUSTRALIA,Swimming,"FATAL, both arms & shoulder bitten",White shark,Y,white shark
1922.0,Unprovoked,AUSTRALIA,Standing,Small laceration on left thigh & swim costume torn,Grey nurse shark?,N,nurse shark
1921.0,Provoked,ENGLAND,Fishing,Leg bitten by shark he was attempting to capture PROVOKED INCIDENT,"Blue shark, 4' ",N,blue shark
1921.0,Invalid,PHILIPPINES,,Buttons & shoes found in shark caught in fish trap,Questionable,,
1920.0,Unprovoked,AUSTRALIA,Wading,Lacerations to leg & hand,4' to 5' shark,N,
1921.0,Unprovoked,HAITI,Dived into a school of baitfish,"FATAL, large wound on thigh",Comrades saw shark's tail appear about 5' away,Y,
1920.0,Unprovoked,AUSTRALIA,Standing,"Minor injuries to leg, hand & fingers","15* to 24"" dog shark",N,
1920.0,Invalid,USA,Swimming ,Thought to have been taken by a shark. Body was not recovered,Questionable,,
1920.0,Provoked,CANADA,Harpooned shark,"No injury to occupants, but shark struck boat with such force that Chandler was flung overboard. PROVOKED INCIDENT",15',N,
1919.0,Unprovoked,USA,Knocked into the water,FATAL,"3.7 m [12'], 1200-lb shark. Shark caught & its jaw exhibited at the Carnegie Museum",Y,
1919.0,Invalid,AUSTRALIA,Cutter capsized,Shark involvement not confirmed,Shark involvement prior to death unconfirmed,UNKNOWN,
1919.0,Unprovoked,AUSTRALIA,Swimming,"Multiple injuries, left leg surgically amputated at knee",3.7 m to 4.3 m [12' to 14']  shark,N,
1919.0,Unprovoked,AUSTRALIA,Wading,"FATAL, right thigh bitten ",12' shark,Y,
1919.0,Boating,ITALY,Fishing,No injury,13' shark,N,
1918.0,Sea Disaster,SAN DOMINGO,Steamer Una wrecked with 75 laborers onboard. Survivors took to rafts & lifeboats.,"FATAL, ""men snatched from rafts by sharks""   ","Tiger sharks, 2.4 m to 4.9 m [8' to 16'] ",Y,tiger shark
1918.0,Unprovoked,AUSTRALIA,Surfing,"Severe laceration to arm, necessitating surgical amputation at the elbow",12' shark,N,
1917.0,Provoked,USA,Stuffing a shark into an automobile,Arm severely lacerated by shark that had been hooked and shot PROVOKED INCIDENT,12' shark,N,
1916.0,Unprovoked,USA,Swimming,"Lower left leg bitten, surgically amputated",Said to involve a 2.7 m [9'] shark,N,
1916.0,Unprovoked,USA,Swimming (recovering remains of Stilwell) ,"FATAL, thigh bitten ",3 m [10'] shark,Y,
1916.0,Unprovoked,USA,Swimming,FATAL,Thought to involve a 2.6 m [8.5'] white shark,Y,white shark
1916.0,Unprovoked,USA,Swimming,"FATAL, left leg bitten",Thought to involve a 2.6 m [8.5'] white shark,Y,white shark
1915.0,Invalid,EGYPT,Fell overboard,Shark involvement not confirmed,Shark involvement prior to death unconfirmed,,
1915.0,Unprovoked,AUSTRALIA,Skin diving for trepang but at surface next to the boat,"Shoulder bitten. Hana, one of the rescuers, fended shark off with an oar, then shark bit oar in two",3 m [10'] shark,N,
